Date,Ticker,Close,High,Low,Open,Volume
2023-02-06,AAPL,149.98611450195312,151.3403789118004,149.04703617157855,150.81647157748358,69858300.0
2023-02-06,AMZN,102.18000030517578,103.94999694824219,100.6500015258789,102.93000030517578,81945200.0
2023-02-06,GS,349.17706298828125,349.61025912261306,344.44981089083495,347.48204014131585,1816200.0
2023-02-06,JPM,134.89547729492188,135.19964542693504,133.09902596288174,133.28912379362254,8406200.0
2023-02-06,MSFT,252.1186065673828,253.62088945397664,250.16466496034164,252.77648271728145,22518000.0
2023-02-06,NVDA,21.071735382080078,21.55234058671362,20.768982041999962,20.78896612562126,452197000.0
2023-02-06,TSLA,194.75999450683594,198.1699981689453,189.9199981689453,193.00999450683594,186188100.0
2023-02-06,WMT,45.641754150390625,46.10245613645375,45.43086980451923,46.01161302066737,17454000.0
2023-02-06,XOM,103.5511474609375,104.81158628207517,102.24435883882394,104.13502767689224,13855200.0
2023-02-07,AAPL,152.87254333496094,153.44587898676582,148.90863720361276,148.90863720361276,83322600.0
2023-02-07,AMZN,102.11000061035156,102.41000366210938,98.08000183105469,101.16999816894531,119501300.0
2023-02-07,GS,352.5671691894531,354.36579257425365,345.9188695252014,346.70048485777534,2205500.0
2023-02-07,JPM,136.5398406982422,137.19569052374862,134.19209557099703,134.38220789989438,10447900.0
2023-02-07,MSFT,262.7131652832031,263.90123782031543,255.36865421838652,255.8105144830151,50841400.0
2023-02-07,NVDA,22.15484619140625,22.240776221047813,21.13268305609244,21.364493456754502,664150000.0
2023-02-07,TSLA,196.80999755859375,197.5,189.5500030517578,196.42999267578125,186010300.0
2023-02-07,WMT,45.73908996582031,45.842909623035276,44.99613077593098,45.34652304725243,16341300.0
2023-02-07,XOM,106.50762939453125,106.86908006559464,103.8199136559023,104.16283147730691,16013300.0
2023-02-08,AAPL,150.17391967773438,152.80335083301824,149.43253973358082,152.11139923515765,64120100.0
2023-02-08,AMZN,100.05000305175781,102.66999816894531,98.77999877929688,102.04000091552734,75878300.0
2023-02-08,GS,353.2263488769531,356.2868277230486,350.28829378277663,351.17348073268494,1893200.0
2023-02-08,JPM,135.57981872558594,136.91051782481807,135.23763688527876,135.58931853931887,6958000.0
2023-02-08,MSFT,261.898193359375,271.74649858000214,261.38759398871423,268.2509904236017,54686000.0
2023-02-08,NVDA,22.186819076538086,22.859268377946858,21.989979871627146,22.36866926710401,559651000.0
2023-02-08,TSLA,201.2899932861328,203.0,194.30999755859375,196.10000610351562,180673600.0
2023-02-08,WMT,45.492515563964844,45.77801773034318,45.4178940340881,45.52820379887255,11691300.0
2023-02-08,XOM,105.58081817626953,107.35100561136862,105.51594260419772,106.62810435945212,18459700.0
2023-02-09,AAPL,149.135986328125,152.55622581029445,148.69116137357645,152.0125441621068,56007100.0
2023-02-09,AMZN,98.23999786376953,101.77999877929688,97.56999969482422,101.31999969482422,64622500.0
2023-02-09,GS,346.53094482421875,357.5392540133841,346.3520222249995,355.0532184703929,2052500.0
2023-02-09,JPM,133.4697265625,136.24519560005996,132.94694663169318,136.0360836277372,6443100.0
2023-02-09,MSFT,258.84454345703125,269.0168886035488,258.039390489122,268.84012651357125,42375100.0
2023-02-09,NVDA,22.318710327148438,23.001151649927916,22.101888952315306,22.58749107583628,523876000.0
2023-02-09,TSLA,207.32000732421875,214.0,204.77000427246094,207.77999877929688,215431400.0
